Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Customer Status,Churn Category,Churn Reason,Prediction Probability,Predicted Label,Avatar,Tech Support
4431-EDMIQ,Female,47,Yes,3,Sugarloaf,92386.0,34.243088,-116.830015,8,7,,Yes,16.22,No,Yes,DSL,53.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,554.05,0.0,0.0,Stayed,Client currently in the company,.,0.9666,Stayed,https://picsum.photos/150/150?random=427,
4432-ADRLB,Male,46,No,0,Fallbrook,92028.0,33.362575,-117.299644,0,2,,Yes,24.9,No,Yes,DSL,11.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.65,74.9,0.0,10.0,Churned,Competitor,Competitor made better offer,0.5459,Churned,https://picsum.photos/150/150?random=100,
4433-JCGCG,Male,80,Yes,0,San Diego,92129.0,32.961064,-117.134917,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,0.0,0.0,Churned,Competitor,Competitor made better offer,0.9781,Churned,https://picsum.photos/150/150?random=850,
4439-JMPMT,Female,38,Yes,0,Comptche,95427.0,39.239818,-123.565432,1,5,Offer E,Yes,1.12,No,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,470.95,44.16,0.0,Churned,Attitude,Attitude of support person,0.857,Churned,https://picsum.photos/150/150?random=564,
4439-YRNVD,Female,33,No,0,Selma,93662.0,36.545322,-119.642281,0,10,,No,0.0,No,Yes,DSL,23.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,374.0,0.0,0.0,Stayed,Client currently in the company,.,0.7525,Stayed,https://picsum.photos/150/150?random=776,
4441-NIHPT,Female,73,No,0,Freedom,95019.0,36.936228,-121.785559,0,13,,Yes,40.37,No,Yes,Fiber Optic,21.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,940.35,0.0,0.0,Churned,Competitor,Competitor had better devices,0.813,Churned,https://picsum.photos/150/150?random=171,
4443-EMBNA,Female,55,Yes,0,Castaic,91384.0,34.506627,-118.699048,3,71,,Yes,32.13,Yes,No,,0.0,No,,,,,,,,Two Year,No,Bank Withdrawal,24.75,1836.9,0.0,0.0,Stayed,Client currently in the company,.,0.9848,Stayed,https://picsum.photos/150/150?random=944,
4445-KWOKW,Female,23,No,0,Potrero,91963.0,32.619465,-116.593605,0,42,Offer B,Yes,29.44,Yes,Yes,Cable,41.0,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.15,2421.6,0.0,0.0,Stayed,Client currently in the company,.,0.9669,Stayed,https://picsum.photos/150/150?random=794,
4445-ZJNMU,Male,30,No,0,Manhattan Beach,90266.0,33.889632,-118.39737,0,9,Offer E,Yes,4.81,Yes,Yes,Fiber Optic,69.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,918.75,0.0,0.0,Stayed,Client currently in the company,.,0.6733,Churned,https://picsum.photos/150/150?random=976,
4446-BZKHU,Male,44,Yes,0,Pleasant Hill,94523.0,37.95338,-122.076886,1,61,,Yes,45.7,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.55,6281.45,0.0,0.0,Churned,Competitor,Competitor had better devices,0.8037,Churned,https://picsum.photos/150/150?random=926,
4450-DLLMH,Male,53,No,0,Avalon,90704.0,33.391181,-118.421305,0,2,Offer E,Yes,6.74,No,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.3,157.75,0.0,0.0,Joined,Client currently in the company,.,0.5569,Churned,https://picsum.photos/150/150?random=68,
4450-MDZFX,Male,50,Yes,4,Monrovia,91016.0,34.1528,-118.000482,9,60,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0.0,0.0,Stayed,Client currently in the company,.,0.9745,Stayed,https://picsum.photos/150/150?random=867,
4450-YOOHP,Female,56,No,0,Sacramento,95818.0,38.556306,-121.495817,0,39,,No,0.0,No,Yes,DSL,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.65,1905.4,3.51,0.0,Stayed,Client currently in the company,.,0.7405,Stayed,https://picsum.photos/150/150?random=992,
4451-RWASJ,Male,35,Yes,3,Lagunitas,94938.0,38.021772,-122.691744,9,15,Offer D,Yes,49.36,No,No,,0.0,No,,,,,,,,One Year,Yes,Credit Card,19.5,239.75,0.0,0.0,Stayed,Client currently in the company,.,0.9916,Stayed,https://picsum.photos/150/150?random=116,
4452-QIIEB,Male,41,No,0,Glendora,91740.0,34.119363,-117.855059,0,7,Offer E,Yes,30.04,No,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,0.0,0.0,Stayed,Client currently in the company,.,0.7892,Stayed,https://picsum.photos/150/150?random=728,
4452-ROHMO,Female,64,No,0,San Diego,92128.0,33.000269,-117.072093,0,15,Offer D,Yes,39.49,No,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,19.6,331.6,0.0,0.0,Stayed,Client currently in the company,.,0.9848,Stayed,https://picsum.photos/150/150?random=49,
4455-BFSPD,Female,35,Yes,0,Escondido,92027.0,33.141265,-116.967221,5,61,,Yes,36.13,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.15,6383.9,0.0,0.0,Stayed,Client currently in the company,.,0.8807,Stayed,https://picsum.photos/150/150?random=699,
4456-RHSNB,Female,43,Yes,1,San Bernardino,92401.0,34.105935,-117.2914,3,19,,Yes,7.42,No,Yes,DSL,17.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,962.9,0.0,0.0,Stayed,Client currently in the company,.,0.918,Stayed,https://picsum.photos/150/150?random=416,
4458-KVRBJ,Male,25,No,0,San Jose,95110.0,37.34667,-121.910019,0,59,,Yes,25.89,Yes,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,25.0,1510.5,0.0,0.0,Stayed,Client currently in the company,.,0.9834,Stayed,https://picsum.photos/150/150?random=514,
4459-BBGHE,Male,61,No,1,Descanso,91916.0,32.912664,-116.635387,0,30,Offer C,No,0.0,No,Yes,DSL,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,1307.8,0.0,0.0,Stayed,Client currently in the company,.,0.8475,Stayed,https://picsum.photos/150/150?random=333,
4462-CYWMH,Male,65,Yes,0,Lindsay,93247.0,36.205465,-119.085807,7,62,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,5629.55,0.0,0.0,Stayed,Client currently in the company,.,0.9217,Stayed,https://picsum.photos/150/150?random=838,
4464-JCOLN,Male,40,Yes,0,Huron,93234.0,36.217864,-120.080117,2,2,Offer E,Yes,15.14,No,No,,0.0,No,,,,,,,,One Year,No,Mailed Check,19.85,35.9,0.0,0.0,Churned,Attitude,Attitude of support person,0.8682,Stayed,https://picsum.photos/150/150?random=999,
4465-VDKIQ,Female,61,No,0,Glendale,91201.0,34.17051,-118.289463,0,18,,Yes,19.93,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,1358.6,29.76,0.0,Stayed,Client currently in the company,.,0.6555,Stayed,https://picsum.photos/150/150?random=225,
4468-KAZHE,Female,70,Yes,0,Hughson,95326.0,37.5923,-120.853288,1,20,,Yes,8.98,No,Yes,DSL,16.0,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60.0,1259.35,0.0,0.0,Stayed,Client currently in the company,.,0.645,Stayed,https://picsum.photos/150/150?random=336,
4468-YDOVK,Male,57,No,2,Richmond,94805.0,37.941456,-122.320968,0,5,,Yes,13.54,No,Yes,DSL,21.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.65,235.2,0.0,0.0,Stayed,Client currently in the company,.,0.7676,Stayed,https://picsum.photos/150/150?random=85,
4471-KXAUH,Female,58,Yes,0,Woody,93287.0,35.710244,-118.881679,1,42,,Yes,10.73,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,3588.4,0.0,0.0,Churned,Attitude,Attitude of service provider,0.5972,Churned,https://picsum.photos/150/150?random=408,
4472-LVYGI,Female,43,Yes,0,San Bernardino,92408.0,34.084909,-117.258107,2,10,,No,0.0,No,Yes,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,525.5,0.0,0.0,Stayed,Client currently in the company,.,0.9558,Stayed,https://picsum.photos/150/150?random=227,
4472-VESGY,Female,41,Yes,1,Durham,95938.0,39.607831,-121.777959,6,52,,Yes,31.09,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.15,4993.4,0.0,0.0,Stayed,Client currently in the company,.,0.9693,Stayed,https://picsum.photos/150/150?random=699,
4475-NVTLU,Male,21,Yes,1,Paso Robles,93446.0,35.634222,-120.728341,6,45,Offer B,Yes,17.23,No,No,,0.0,No,,,,,,,,Two Year,No,Bank Withdrawal,19.2,903.7,0.0,0.0,Stayed,Client currently in the company,.,0.9945,Stayed,https://picsum.photos/150/150?random=661,
4476-OSWTN,Male,73,Yes,0,Witter Springs,95493.0,39.222323,-122.985488,2,69,,Yes,8.3,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,0.0,0.0,Stayed,Client currently in the company,.,0.86,Stayed,https://picsum.photos/150/150?random=525,
4480-MBMLB,Female,52,No,0,Los Angeles,90066.0,34.002028,-118.430656,0,36,Offer C,Yes,28.41,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8,3886.45,0.0,0.0,Stayed,Client currently in the company,.,0.7104,Stayed,https://picsum.photos/150/150?random=822,
4480-QQRHC,Female,72,No,0,Hydesville,95547.0,40.557314,-124.081662,0,8,,Yes,2.18,No,Yes,Fiber Optic,13.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,600.15,0.0,0.0,Stayed,Client currently in the company,.,0.919,Stayed,https://picsum.photos/150/150?random=313,
4482-EWFMI,Female,54,No,0,Arcadia,91006.0,34.137319,-118.029837,0,2,,Yes,15.67,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,135.2,0.0,0.0,Joined,Client currently in the company,.,0.6625,Churned,https://picsum.photos/150/150?random=204,
4482-FTFFX,Male,23,No,0,Penngrove,94951.0,38.325599,-122.642352,0,5,,Yes,26.86,No,Yes,DSL,71.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,291.45,0.0,0.0,Stayed,Client currently in the company,.,0.6653,Stayed,https://picsum.photos/150/150?random=920,
4484-CGXFK,Female,45,No,0,El Dorado,95623.0,38.63153,-120.842609,0,3,,Yes,25.96,No,Yes,DSL,7.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,196.15,0.0,0.0,Churned,Dissatisfaction,Product dissatisfaction,0.5536,Churned,https://picsum.photos/150/150?random=290,
4484-GLZOU,Female,20,Yes,0,San Dimas,91773.0,34.102119,-117.815532,6,52,,Yes,10.59,Yes,Yes,Fiber Optic,48.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,5624.85,27.6,0.0,Churned,Other,Don't know,0.7891,Stayed,https://picsum.photos/150/150?random=407,
4486-EFAEB,Male,56,No,0,Los Angeles,90002.0,33.949255,-118.246978,0,13,,Yes,46.92,No,No,,0.0,No,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.4,251.65,0.0,0.0,Stayed,Client currently in the company,.,0.802,Stayed,https://picsum.photos/150/150?random=514,
4487-ZYJZK,Female,60,Yes,2,Los Gatos,95032.0,37.233034,-121.947427,1,38,,Yes,36.72,No,No,,0.0,No,,,,,,,,One Year,No,Credit Card,19.6,763.1,0.0,0.0,Stayed,Client currently in the company,.,0.975,Stayed,https://picsum.photos/150/150?random=853,
4488-KQFDT,Female,21,No,0,Lemon Grove,91945.0,32.733564,-117.033713,0,61,Offer B,Yes,15.44,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,6423.0,0.0,0.0,Stayed,Client currently in the company,.,0.7681,Stayed,https://picsum.photos/150/150?random=773,
4488-PSYCG,Male,24,No,0,Seiad Valley,96086.0,41.924174,-123.260788,0,16,Offer D,Yes,21.04,No,No,,0.0,No,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.25,327.45,0.0,0.0,Churned,Price,Long distance charges,0.5312,Churned,https://picsum.photos/150/150?random=765,
4489-SNOJF,Female,28,Yes,2,Deer Park,94576.0,38.554383,-122.474773,1,35,,Yes,25.27,Yes,Yes,DSL,82.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.25,2568.55,0.0,0.0,Churned,Other,Don't know,0.8274,Stayed,https://picsum.photos/150/150?random=910,
4495-LHSSK,Female,25,No,2,Camp Nelson,93208.0,36.057458,-118.591951,0,18,Offer D,Yes,17.51,Yes,Yes,DSL,30.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,57.65,992.7,0.0,0.0,Stayed,Client currently in the company,.,0.9276,Stayed,https://picsum.photos/150/150?random=461,
4500-HKANN,Male,33,Yes,0,Anaheim,92807.0,33.848733,-117.788357,6,23,,Yes,13.79,Yes,Yes,Cable,17.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,59.7,1414.2,0.0,0.0,Stayed,Client currently in the company,.,0.983,Stayed,https://picsum.photos/150/150?random=215,
4501-EQDRN,Female,64,No,0,Montclair,91763.0,34.072121,-117.698319,0,1,,Yes,21.52,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.7,69.7,0.0,0.0,Churned,Attitude,Attitude of service provider,0.741,Churned,https://picsum.photos/150/150?random=484,
4501-UYKBC,Female,65,No,0,Igo,96047.0,40.524535,-122.647172,0,46,,Yes,16.04,Yes,Yes,DSL,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,3255.35,0.0,0.0,Stayed,Client currently in the company,.,0.8795,Stayed,https://picsum.photos/150/150?random=145,
4501-VCPFK,Male,25,No,0,Coachella,92236.0,33.680031,-116.171678,0,26,Offer C,No,0.0,No,Yes,Cable,47.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,1022.5,0.0,0.0,Stayed,Client currently in the company,.,0.8754,Stayed,https://picsum.photos/150/150?random=322,
4503-BDXBD,Male,41,No,0,Anaheim,92808.0,33.850452,-117.726668,0,11,,Yes,25.24,No,Yes,Fiber Optic,29.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,0.0,0.0,Churned,Attitude,Attitude of support person,0.5299,Stayed,https://picsum.photos/150/150?random=184,
4504-YOULA,Female,42,Yes,3,Wilton,95693.0,38.392559,-121.225093,0,35,Offer C,Yes,39.11,Yes,Yes,DSL,23.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.45,2136.9,0.0,0.0,Stayed,Client currently in the company,.,0.9085,Stayed,https://picsum.photos/150/150?random=722,
4505-EXZHB,Female,75,No,0,Ducor,93218.0,35.846067,-119.004073,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0.0,20.0,Churned,Competitor,Competitor offered more data,0.791,Churned,https://picsum.photos/150/150?random=647,
4508-OEBEY,Male,41,Yes,0,Goleta,93117.0,34.489983,-120.091246,2,31,,Yes,27.37,No,Yes,DSL,15.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,75.5,2424.45,0.0,0.0,Stayed,Client currently in the company,.,0.9446,Stayed,https://picsum.photos/150/150?random=810,
4510-HIMLV,Male,50,No,0,La Habra,90631.0,33.940619,-117.9513,0,1,,Yes,22.86,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0.0,10.0,Churned,Dissatisfaction,Network reliability,0.7811,Churned,https://picsum.photos/150/150?random=199,
4510-PYUSH,Female,67,No,0,Sylmar,91342.0,34.321621,-118.399841,0,38,,Yes,26.1,No,Yes,DSL,27.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0.0,Churned,Attitude,Attitude of support person,0.5249,Stayed,https://picsum.photos/150/150?random=204,
4512-ZUIYL,Female,31,No,0,Sunnyvale,94089.0,37.421633,-122.009613,0,2,Offer E,Yes,37.76,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.0,153.05,0.0,0.0,Churned,Other,Moved,0.6235,Churned,https://picsum.photos/150/150?random=994,
4513-CXYIX,Female,73,Yes,0,Lake Elsinore,92532.0,33.705836,-117.318204,4,71,Offer A,Yes,43.99,Yes,Yes,Fiber Optic,17.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,5676.0,0.0,0.0,Stayed,Client currently in the company,.,0.9778,Stayed,https://picsum.photos/150/150?random=955,
4514-GFCFI,Female,76,No,0,San Diego,92117.0,32.825086,-117.199424,0,16,,Yes,17.51,Yes,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0.0,Churned,Attitude,Attitude of support person,0.9614,Churned,https://picsum.photos/150/150?random=57,
4518-FZBSX,Male,57,Yes,2,Coulterville,95311.0,37.722127,-120.110174,4,42,Offer B,Yes,9.33,No,No,,0.0,No,,,,,,,,One Year,No,Credit Card,20.25,854.9,0.0,0.0,Stayed,Client currently in the company,.,0.9878,Stayed,https://picsum.photos/150/150?random=85,
4521-WFJAI,Male,52,No,0,Sacramento,95825.0,38.590035,-121.412455,0,56,,Yes,47.82,Yes,No,,0.0,No,,,,,,,,Two Year,Yes,Bank Withdrawal,25.95,1444.05,0.0,0.0,Stayed,Client currently in the company,.,0.9744,Stayed,https://picsum.photos/150/150?random=577,
4521-YEEHE,Female,23,Yes,0,Anaheim,92805.0,33.830209,-117.906099,8,18,Offer D,Yes,18.55,Yes,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,1594.75,21.58,0.0,Stayed,Client currently in the company,.,0.9047,Stayed,https://picsum.photos/150/150?random=769,
4522-AKYLR,Female,68,No,0,Chino Hills,91709.0,33.942895,-117.725644,0,13,,Yes,10.51,No,Yes,DSL,20.0,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.8,731.3,0.0,0.0,Stayed,Client currently in the company,.,0.8953,Stayed,https://picsum.photos/150/150?random=475,
4522-XRWWI,Male,30,Yes,0,Manton,96059.0,40.426679,-121.850421,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0.0,0.0,Stayed,Client currently in the company,.,0.7904,Stayed,https://picsum.photos/150/150?random=850,
4523-WXCEF,Female,21,Yes,0,San Jose,95129.0,37.305622,-122.000887,4,59,Offer B,Yes,9.23,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.1,6039.9,0.0,0.0,Churned,Dissatisfaction,Service dissatisfaction,0.7351,Stayed,https://picsum.photos/150/150?random=237,
4524-QCSSM,Male,39,No,0,Encino,91436.0,34.152875,-118.486056,0,26,,No,0.0,No,Yes,DSL,6.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,1156.55,0.0,0.0,Stayed,Client currently in the company,.,0.7588,Stayed,https://picsum.photos/150/150?random=554,
4525-VZCZG,Male,58,No,1,Vernalis,95385.0,37.609095,-121.263381,0,54,,Yes,20.93,No,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.85,5826.65,0.0,10.0,Stayed,Client currently in the company,.,0.9324,Stayed,https://picsum.photos/150/150?random=789,
4526-EXKKN,Male,27,No,0,Rio Nido,95471.0,38.522328,-122.97932,0,40,,Yes,27.47,Yes,No,,0.0,No,,,,,,,,Two Year,Yes,Credit Card,24.6,973.95,0.0,0.0,Stayed,Client currently in the company,.,0.977,Stayed,https://picsum.photos/150/150?random=553,
4526-RMTLL,Male,32,Yes,1,Maywood,90270.0,33.988572,-118.186565,0,8,Offer E,Yes,37.28,Yes,Yes,DSL,14.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.15,645.8,0.0,0.0,Stayed,Client currently in the company,.,0.9667,Stayed,https://picsum.photos/150/150?random=448,
4526-ZJJTM,Female,72,Yes,0,San Mateo,94403.0,37.538309,-122.305109,1,25,,Yes,19.44,No,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,88.4,2191.15,0.0,0.0,Stayed,Client currently in the company,.,0.8834,Stayed,https://picsum.photos/150/150?random=346,
4529-CKBCL,Female,51,No,0,Ventura,93001.0,34.360261,-119.306383,0,2,Offer E,Yes,49.79,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,146.05,0.0,10.0,Churned,Attitude,Attitude of service provider,0.7648,Churned,https://picsum.photos/150/150?random=997,
4530-NDRKU,Female,31,Yes,3,Auburn,95603.0,38.912881,-121.082766,4,42,,Yes,34.66,No,No,,0.0,No,,,,,,,,One Year,Yes,Bank Withdrawal,19.05,761.85,0.0,0.0,Stayed,Client currently in the company,.,0.987,Stayed,https://picsum.photos/150/150?random=663,
4531-AUZNK,Female,21,Yes,1,Oakland,94610.0,37.808731,-122.238708,2,51,Offer B,Yes,18.42,Yes,Yes,Fiber Optic,47.0,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,95.15,5000.05,0.0,0.0,Stayed,Client currently in the company,.,0.9834,Stayed,https://picsum.photos/150/150?random=466,
4534-WGCIR,Female,56,Yes,2,Covina,91723.0,34.084747,-117.886844,1,58,,Yes,29.5,Yes,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,25.15,1509.9,0.0,0.0,Stayed,Client currently in the company,.,0.985,Stayed,https://picsum.photos/150/150?random=287,
4536-PLEQY,Male,44,Yes,0,Los Angeles,90058.0,34.001617,-118.222274,1,12,Offer D,Yes,44.6,No,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.05,999.8,0.0,0.0,Stayed,Client currently in the company,.,0.7574,Churned,https://picsum.photos/150/150?random=339,
4537-CIBHB,Female,59,Yes,3,Arvin,93203.0,35.116307,-118.817644,10,9,,Yes,12.55,No,No,,0.0,No,,,,,,,,One Year,No,Credit Card,20.25,172.35,0.0,0.0,Stayed,Client currently in the company,.,0.9936,Stayed,https://picsum.photos/150/150?random=471,
4537-DKTAL,Female,26,No,0,Darwin,93522.0,36.319181,-117.593053,0,2,Offer E,Yes,41.9,No,Yes,DSL,71.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.55,84.4,0.0,10.0,Joined,Client currently in the company,.,0.5232,Stayed,https://picsum.photos/150/150?random=688,
4538-WNTMJ,Female,39,Yes,0,Isleton,95641.0,38.154823,-121.601358,0,46,Offer B,Yes,4.6,Yes,No,,0.0,No,,,,,,,,One Year,No,Credit Card,24.95,1165.9,0.0,0.0,Stayed,Client currently in the company,.,0.9582,Stayed,https://picsum.photos/150/150?random=274,
4541-RMRLG,Male,53,No,0,Hayward,94541.0,37.674002,-122.076796,0,7,,Yes,9.14,No,No,,0.0,No,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.25,112.3,0.0,0.0,Churned,Attitude,Attitude of support person,0.826,Stayed,https://picsum.photos/150/150?random=754,
4544-RXFMG,Male,48,Yes,2,North San Juan,95960.0,39.423046,-120.984472,1,8,Offer E,Yes,6.78,No,Yes,DSL,24.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,43.45,345.5,0.0,0.0,Stayed,Client currently in the company,.,0.937,Stayed,https://picsum.photos/150/150?random=252,
4546-FOKWR,Female,35,No,0,Los Gatos,95032.0,37.233034,-121.947427,0,16,,Yes,13.04,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,1129.35,39.99,0.0,Stayed,Client currently in the company,.,0.5771,Stayed,https://picsum.photos/150/150?random=831,
4547-FZJWE,Male,24,Yes,0,Forest Falls,92339.0,34.067699,-116.903891,5,55,,Yes,36.17,No,Yes,DSL,69.0,Yes,No,No,No,No,Yes,Yes,No,One Year,No,Credit Card,59.45,3157.0,0.0,40.0,Stayed,Client currently in the company,.,0.9503,Stayed,https://picsum.photos/150/150?random=415,
4547-KQRTM,Female,60,No,0,Eldridge,95431.0,38.348884,-122.51699,0,10,,Yes,49.7,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.05,830.7,0.0,0.0,Churned,Competitor,Competitor offered higher download speeds,0.6373,Churned,https://picsum.photos/150/150?random=441,
4547-LYTDD,Female,35,No,0,North Hollywood,91601.0,34.1692,-118.372498,0,16,Offer D,Yes,46.99,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,0.0,0.0,Churned,Competitor,Competitor had better devices,0.5795,Stayed,https://picsum.photos/150/150?random=976,
4548-SDBKE,Female,26,No,0,San Dimas,91773.0,34.102119,-117.815532,0,5,Offer E,Yes,34.49,Yes,Yes,Fiber Optic,46.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,474.8,0.0,0.0,Churned,Attitude,Attitude of service provider,0.8072,Churned,https://picsum.photos/150/150?random=964,
